2015,Республика Тыва,0.78
2015,Ростовская область,2.42
2015,Рязанская область,3.57
2015,Самарская область,1.24
2015,Санкт-Петербург,0.17
2015,Саратовская область,5.16
2015,Сахалинская область,0.27
2015,Свердловская область,1.25
2015,Севастополь,1.26
2015,Северная Осетия,0.0
2015,Смоленская область,7.24
2015,Ставропольский край,2.99
2015,Тамбовская область,6.73
2015,Татарстан,1.57
2015,Тверская область,7.19
2015,Томская область,1.23
2015,Тульская область,10.36
2015,Тюменская область,1.06
2015,Удмуртия,2.33
2015,Ульяновская область,5.56
2015,Хабаровский край,0.54
2015,Хакасия,3.24
2015,Ханты-Мансийский автономный округ,0.33
2015,Челябинская область,1.24
2015,Чечня,0.47
2015,Чувашия,12.04
2015,Чукотский автономный округ,0.0
2015,Якутия,0.09
2015,Ямало-Ненецкий автономный округ,0.07
2015,Ярославская область,2.04
2016,Адыгея,17.06
2016,Алтайский край,2.2
2016,Амурская область,1.05
2016,Архангельская область,0.89
2016,Астраханская область,1.97
2016,Башкортостан,7.82
2016,Белгородская область,2.3
2016,Брянская область,7.69
2016,Бурятия,1.74
2016,Владимирская область,9.25
2016,Волгоградская область,4.78
2016,Вологодская область,0.53
2016,Воронежская область,2.49
2016,Дагестан,3.08
2016,Еврейская автономная область,11.92
2016,Забайкальский край,1.69
2016,Ивановская область,9.54
2016,Ингушетия,0.17
2016,Иркутская область,1.13
2016,Кабардино-Балкария,4.8
2016,Калининградская область,1.3
2016,Калмыкия,12.48
2016,Калужская область,5.0
2016,Камчатский край,0.01
2016,Карачаево-Черкесия,4.9
2016,Карелия,1.56
2016,Кемеровская область,1.17
2016,Кировская область,4.52
2016,Костромская область,4.54
2016,Краснодарский край,0.91
2016,Красноярский край,0.88
2016,Крым,1.37
2016,Курганская область,6.52
2016,Курская область,4.75
2016,Ленинградская область,14.99
2016,Липецкая область,3.87
2016,Магаданская область,1.58
2016,Марий Эл,9.6
2016,Мордовия,8.1
2016,Москва,0.42
2016,Московская область,18.06
2016,Мурманская область,0.17
2016,Ненецкий автономный округ,0.02
2016,Нижегородская область,1.54
2016,Новгородская область,4.39
2016,Новосибирская область,1.14
2016,Омская область,6.28
2016,Оренбургская область,3.22
2016,Орловская область,8.18
2016,Пензенская область,6.92
2016,Пермский край,1.34
2016,Приморский край,1.08
2016,Псковская область,3.77
2016,Республика Алтай,1.4
2016,Республика Коми,1.64
2016,Республика Тыва,0.83
2016,Ростовская область,2.64
2016,Рязанская область,3.88
2016,Самарская область,1.22
2016,Санкт-Петербург,0.43
2016,Саратовская область,4.93
2016,Сахалинская область,0.37
2016,Свердловская область,1.34
2016,Севастополь,0.11
2016,Северная Осетия,0.22
2016,Смоленская область,8.09
2016,Ставропольский край,1.5
2016,Тамбовская область,4.69
2016,Татарстан,1.33
2016,Тверская область,8.11
2016,Томская область,1.26
2016,Тульская область,9.93
2016,Тюменская область,1.87
2016,Удмуртия,3.28
2016,Ульяновская область,5.42
2016,Хабаровский край,0.63
2016,Хакасия,4.34
2016,Ханты-Мансийский автономный округ,0.12
2016,Челябинская область,1.18
2016,Чечня,0.26
2016,Чувашия,13.45
2016,Чукотский автономный округ,0.0
2016,Якутия,0.17
2016,Ямало-Ненецкий автономный округ,0.11
2016,Ярославская область,2.13
2017,Адыгея,16.46
2017,Алтайский край,2.74
2017,Амурская область,0.95
2017,Архангельская область,1.14
2017,Астраханская область,1.48
2017,Башкортостан,8.23
2017,Белгородская область,2.75
2017,Брянская область,7.89
2017,Бурятия,2.29
2017,Владимирская область,9.5
2017,Волгоградская область,4.58
2017,Вологодская область,1.14
2017,Воронежская область,3.34
2017,Дагестан,3.66
2017,Еврейская автономная область,10.13
2017,Забайкальский край,1.33
2017,Ивановская область,8.51
2017,Ингушетия,0.16
2017,Иркутская область,1.41
2017,Кабардино-Балкария,5.53
2017,Калининградская область,0.8
2017,Калмыкия,11.76
2017,Калужская область,5.16
2017,Камчатский край,0.0
2017,Карачаево-Черкесия,5.58
2017,Карелия,2.22
2017,Кемеровская область,0.85
2017,Кировская область,4.64
2017,Костромская область,4.82
2017,Краснодарский край,0.85
2017,Красноярский край,0.75
2017,Крым,1.04
2017,Курганская область,5.88
2017,Курская область,5.27
2017,Ленинградская область,20.86
2017,Липецкая область,2.83
2017,Магаданская область,0.77
2017,Марий Эл,11.21
2017,Мордовия,8.53
2017,Москва,0.26
2017,Московская область,19.31
2017,Мурманская область,0.13
2017,Ненецкий автономный округ,0.03
2017,Нижегородская область,1.5
2017,Новгородская область,5.02
